index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
xinteng2	100	1	1	5	1	140	120	zf1				3	5000			Invbcm4	Invbcm4	so217	12	so217	pr104		1	1	pr59		1	20	pr276		1	1	pr13		10	30																													pr381		29	29	0
petjiezhi12	100	1	1	5	1	110	120	rin				5	5000			ring04	ring04	so0		so0	pr43		1	40	pr276		1	1	pr31		10	100	pr32		1	20	pr370		8	8																									pr381		29	29	0
petjiezhi21	100	1	1	5	1	110	120	rin				5	5000			ring05	ring05	so0		so0	pr49		1	40	pr276		1	1	pr35		10	100	pr36		1	20	pr370		8	8																									pr381		29	29	0
petshoutao1	100	1		5	1	110	120	utg				5	5000				Invglove103_uni	so0		so0	pr5		90	120	pr269		1	40	pr276		1	1	pr39		10	100	pr40		1	20	pr370		8	8																					pr381		29	29	0
petxiezi1	100	1	1	5	1	110	120	utb				5	5000				Invboot004_uni	so0		so0	pr5		100	150	pr271		1	40	pr276		1	1	pr4		10	100	pr273		1	20	pr370		8	8																					pr381		29	29	0
petyaodai1	100	1		5	1	110	120	uhc				5	5000				Invbelt05_uni	so0		so0	pr5		90	120	pr45		1	40	pr276		1	1	pr33		10	100	pr34		1	20	pr370		8	8																					pr381		29	29	0
jiahuo1	100	1	1	10	1	96	90	uth				5	5000					so0		so0	pr5		150	200	pr115		1	1	pr29		50	50	pr80		40	40	pr4		10	10	pr370		8	8	pr277		1	1																	pr381		28	28	0
jiahuo2	100	1	1	10	1	96	90	utc				5	5000					so0		so0	pr5		90	120	pr104		1	1	pr86		20	20	pr277		1	1																													pr381		28	28	0
jiahuo3	100	1	1	10	1	96	90	utb				5	5000				Invboot004_uni	so0		so0	pr5		100	150	pr104			1	pr277		1	1																																	pr381		28	28	0
jiahuo4	100	1		10	1	96	90	uhc				5	5000				Invbelt05_uni	so0		so0	pr5		90	120	pr277		1	1																																					pr381		28	28	0
jiahuo5	100	1		10	1	96	90	drf				5	5000					so0		so0	pr104		-1	1	pr13		10	50	pr5		150	200	pr277		1	1																													pr381		28	28	0
jiahuo6	100	1		10	1	96	90	utg				5	5000	lgry	lgry		Invglove103_uni	so0		so0	pr5		90	120	pr104			1	pr277		1	1																																	pr381		28	28	0
xinteng3	100	1	1	5	1	100	90	zf2			1	3	5000			invcm_7	invcm_7	so217	12	so0	pr281		-3	3	pr338		1	20	pr277		2	2																																	pr381		28	28	0
xinteng4	100	1	1	5	1	120	120	zf3			1	3	5000			invcm_7	invcm_7	so217	12	so0	pr281		-5	5	pr338		1	20	pr276		2	2																																	pr381		29	29	0
xinteng5	100	1	1	5	1	150	150	zf4			1	3	5000			Invvip4	Invvip4	so217	12	so0	pr281		-7	7	pr338		1	20	pr278		2	2																																	pr381		30	30	0
jiahuo7	100	1		10	1	96	90	baf				5	5000				Invhelm_s3ci3	so0		so0	pr71		-1	1	pr104		-1	1	pr5		150	200	pr29		200	400	pr277		1	1																									pr381		28	28	0
jiahuo8	100	1		10	1	96	90	paf				5	5000	blac	blac		dun05	so0		so0	pr5		150	200	pr83		30	30	pr68		1	1	pr16		30	30	pr277		1	1																									pr381		28	28	0
jiahuo9	100	1	1	10	1	96	90	utp				3	5000					so0		so0	pr5		100	200	pr86		30	30	pr41		30	30	pr277		1	1																													pr381		28	28	0
jiahuo10	100	1	1	10	1	96	90	7h7				5	5000					so0		so0	pr274		1	50	pr145		40	40	pr108		45	45	pr29		100	100	pr56		30	30	pr277		1	1	pr125	414	12	35																	pr381		28	28	0
jiahuo11	100	1	1	10	1	96	90	7qr				5	5000					so0		so0	pr29		200	400	pr56		40	40	pr122		3	3	pr274		1	30	pr277		1	1	pr66		15	15																					pr381		28	28	0
yangsc1	100	1		20		143	150	hd1			1	3	5000			invcm_6	18-hf3-14	so217	12	so217	pr59		1	30	pr13		1	30	pr278		1	1	pr281		-7	7																													pr381		30	30	0
yangsc2	100	1		20		143	150	hd2			1	3	5000			invcm_6	18-hf3-14	so217	12	so217	pr59		1	30	pr13		1	30	pr278		1	1	pr281		-7	7																													pr381		30	30	0
yangsc3	100	1		20		143	150	hd3			1	3	5000			invcm_6	18-hf3-14	so217	12	so217	pr59		1	30	pr13		1	30	pr278		1	1	pr281		-7	7																													pr381		30	30	0
yangsc4	100	1		20		143	150	hd4			1	3	5000			invcm_6	18-hf3-14	so217	12	so217	pr59		1	30	pr13		1	30	pr278		1	1	pr281		-7	7																													pr381		30	30	0
yangsc5	100	1		20		143	150	hd5			1	3	5000			invcm_6	18-hf3-14	so217	12	so217	pr59		1	30	pr13		1	30	pr278		1	1	pr281		-7	7																													pr381		30	30	0
yangsc6	100	1		20		143	150	hd6			1	3	5000			invcm_6	18-hf3-14	so217	12	so217	pr59		1	30	pr13		1	30	pr278		1	1	pr281		-7	7																													pr381		30	30	0
yangsc7	100	1		20		143	150	hd7			1	3	5000			invcm_6	18-hf3-14	so217	12	so217	pr59		1	30	pr13		1	30	pr278		1	1	pr281		-7	7																													pr381		30	30	0
xishousc9	100	1	1	5	1	140	150	zs9			1	3	5000			invcm_5	18-31-a10	so217	12	so217	pr281		-7	7	pr59		10	30	pr278		1	1																																	pr381		30	30	0
xinyaodai10	100	1	1	5	1	160	150	utc				5	5000					so0		so0	pr5		90	120	pr86		20	30	pr357		1	30	pr278		1	1	pr104		-7	7																									pr381		30	30	0
lingjie1	100	1	1	5	1	170	150	rin				5	5000			lingjie	lingjie	so0		so0	pr41		10	30	pr104		-7	7	pr251		30	30	pr56		20	20	pr86		20	20	pr278		1	1	pr59		88	88	pr333		1	50	pr125	413		10									pr381		30	30	0
Ironward4	100	1		5	1	100	90	7ws				3	5000	blac	blac			so0		so0	pr29		240	290	pr274		1	30	pr232		1	30	pr56		40	40	pr86		20	40	pr277		1	1	pr108		33	33	pr68		-3	3													pr381		28	28	0
Ironward5	100	1		5	1	110	120	7ws				3	5000	blac	blac			so0		so0	pr29		240	290	pr68		-3	3	pr232		1	30	pr56		40	40	pr86		40	40	pr276		1	1	pr108		33	33	pr233		1	30	pr104		-2	2									pr381		29	29	0
druwuqi4	100	1		5	1	110	120	7wh				5	5000					so0		so0	pr121		-3	3	pr232		1	30	pr235		1	30	pr86		20	40	pr56		40	40	pr276		1	1	pr104		-2	2																	pr381		29	29	0
druwuqi5	100	1		5	1	100	90	7wh				5	5000					so0		so0	pr121		-3	3	pr277		1	1	pr235		1	30	pr86		20	40	pr56		40	40																									pr381		28	28	0
Ironward6	100	1		5	1	144	150	7ws				3	5000	blac	blac			so0		so0	pr29		240	290	pr68		-3	3	pr232		1	30	pr56		40	40	pr86		40	40	pr278		1	1	pr108		33	33	pr233		1	30	pr275		1	30	pr104		-7	7					pr381		30	30	0
druwuqi6	100	1		5	1	144	150	7wh				5	5000					so0		so0	pr121		-3	3	pr246		1	50	pr235		1	30	pr86		20	40	pr56		40	40	pr278		1	1	pr232		1	30	pr104		-7	7													pr381		30	30	0
Fathom5	100	1	1	5	1	110	120	obf				3	5000	lblu				so0		so0	pr70		-3	3	pr233		1	30	pr86		40	40	pr232		1	30	pr41		1	40	pr276		1	1	pr104		-2	2																	pr381		29	29	0
Fathom6	100	1	1	5	1	144	150	obf				3	5000	lblu				so0		so0	pr70		-3	3	pr246		1	50	pr86		40	40	pr232		1	30	pr41		1	40	pr278		1	1	pr233		1	30	pr104		-7	7													pr381		30	30	0
leiji4	100	1	1	5	1	100	90	amf				5	5000	dblu	dblu			so0		so0	pr29		200	300	pr67		-3	3	pr86		20	40	pr56		30	30	pr246		1	100	pr277		1	1																					pr381		28	28	0
leiji5	100	1	1	5	1	110	120	amf				5	5000	dblu	dblu			so0		so0	pr29		200	300	pr67		-3	3	pr86		20	40	pr56		30	30	pr246		1	100	pr276		1	1	pr274		1	60	pr104		-2	2													pr381		29	29	0
leiji6	100	1	1	5	1	144	150	amf				5	5000	dblu	dblu			so0		so0	pr29		200	300	pr67		-3	3	pr86		20	40	pr56		30	30	pr233		1	60	pr278		1	1	pr246		1	100	pr274		1	60	pr104		-7	7									pr381		30	30	0
Stormshield3	100	1		5	1	150	150	uit				3	5000				dun2	so0		so0	pr141	30			pr4		20	35	pr7		30	30	pr104		-7	7	pr83		35	35	pr41		10	30	pr16		35	35	pr278		1	1	pr75		-50	-50	pr125	413	1	60					pr381		30	30	0
Griffon's Eye3	100	1	1	5	1	144	150	ci3				5	5000					so0		so0	pr0		100	200	pr86		25	25	pr104		-7	7	pr232		1	30	pr233		1	30	pr278		1	1	pr246		1	100																	pr381		30	30	0
bartou4	100	1		5	1	100	90	baf				5	5000				Invhelm_s3ci3	so0		so0	pr71		-3	3	pr104		-2	2	pr5		150	200	pr29		200	400	pr96		20	20	pr108		15	30	pr275		1	30	pr86		20	40	pr277		1	1									pr381		28	28	0
bartou5	100	1		5	1	110	120	baf				5	5000				Invhelm_s3ci3	so0		so0	pr71		-3	3	pr104		-2	2	pr5		150	200	pr29		200	400	pr96		20	20	pr108		30	30	pr275		1	30	pr86		20	40	pr235		1	30	pr276		1	1	pr104		-2	2	pr381		29	29	0
bartou6	100	1		5	1	144	150	baf				5	5000				Invhelm_s3ci3	so0		so0	pr71		-3	3	pr104		-7	7	pr5		150	200	pr29		200	400	pr96		20	20	pr108		30	30	pr274		1	30	pr86		20	40	pr235		1	30	pr278		1	1	pr275		1	30	pr381		30	30	0
asnwuqi4	100	1	1	5	1	100	90	7qr				5	5000					so0		so0	pr29		200	400	pr86		40	40	pr122		-3	3	pr274		1	30	pr277		1	1	pr66		15	15	pr65		1	15																	pr381		28	28	0
asnwuqi5	100	1	1	5	1	110	120	7qr				5	5000					so0		so0	pr29		200	400	pr86		40	40	pr122		-3	3	pr276		1	1	pr233		1	30	pr66		1	15	pr65		1	15	pr274		1	30	pr104		-2	2									pr381		29	29	0
asnwuqi6	100	1	1	5	1	144	150	7qr				5	5000					so0		so0	pr29		200	400	pr86		40	40	pr122		-3	3	pr278		1	1	pr233		1	30	pr66		1	15	pr65		1	15	pr246		1	50	pr274		1	30	pr104		-7	7					pr381		30	30	0
paldun4	100	1		5	1	100	90	paf				5	5000	blac	blac		dun05	so0		so0	pr232		1	30	pr83		30	30	pr68		-3	3	pr16		30	30	pr4		10	20	pr274		1	30	pr277		1	1	pr41		30	30	pr5		200	200									pr381		28	28	0
paldun5	100	1		5	1	110	120	paf				5	5000	blac	blac		dun05	so0		so0	pr233		1	30	pr83		30	30	pr68		-3	3	pr16		30	30	pr4		20	35	pr276		1	1	pr232		1	30	pr41		30	30	pr5		200	200									pr381		29	29	0
paldun6	100	1		5	1	150	150	paf				5	5000	blac	blac		dun05	so0		so0	pr233		1	30	pr83		30	30	pr68		-3	3	pr16		30	30	pr4		20	35	pr278		1	1	pr275		1	30	pr104		-7	7	pr5		200	200	pr232		1	30	pr125	413	1	60	pr381		30	30	0
web4	100	1		5	1	100	90	7gw				5	5000	bwht	bwht			so0		so0	pr104			2	pr232		1	30	pr253		7	12	pr110		7	12	pr124	7	1	2	pr277		1	1	pr69		-3	3																	pr381		28	28	0
web5	100	1		5	1	110	120	7gw				5	5000	bwht	bwht			so0		so0	pr104			2	pr232		1	30	pr275		1	30	pr253		7	12	pr124	7	1	2	pr276		1	1	pr69		-3	3																	pr381		29	29	0
web6	100	1		5	1	144	150	7gw				5	5000	bwht	bwht			so0		so0	pr104			7	pr235		1	30	pr275		1	30	pr253		7	12	pr124	7	1	2	pr278		1	1	pr69		-3	3	pr232		1	30													pr381		30	30	0
dark4	100	1	1	5	1	100	120	nef				5	5000	cred	cred			so0		so0	pr5		140	180	pr86		30	30	pr12		10	10	pr124	6	1	3	pr124	7	1	3	pr124	8	1	3	pr277		1	1	pr232		1	30													pr381		28	28	0
dark5	100	1	1	5	1	110	120	nef				5	5000	cred	cred			so0		so0	pr5		140	180	pr86		30	30	pr12		10	10	pr124	6	1	3	pr124	7	1	3	pr124	8	1	3	pr276		1	1	pr232		1	30	pr275		1	30	pr104		-2	2					pr381		29	29	0
dark6	100	1	1	5	1	150	150	nef				5	5000	cred	cred			so0		so0	pr5		140	180	pr86		30	30	pr12		10	10	pr124	6	1	3	pr124	7	1	3	pr124	8	1	3	pr278		1	1	pr235		1	30	pr275		1	30	pr232		1	30	pr104		-7	7	pr125	413	1	60	0
bbjian4	100	1		5	1	100	90	7gd				5	5000	lyel	lyel		invgsdu	so0		so0	pr71			3	pr7		20	20	pr29		200	300	pr108		10	30	pr96		50	50	pr277		1	1	pr145	20			pr275		1	30	pr86		30	30									pr381		28	28	0
bbjian5	100	1		5	1	110	120	7gd				5	5000	lyel	lyel		invgsdu	so0		so0	pr71			3	pr7		20	20	pr29		200	300	pr108		10	30	pr96		50	50	pr276		1	1	pr145	20			pr235		1	30	pr275		1	30	pr104			2	pr86		30	30	pr381		29	29	0
bbjian6	100	1		5	1	144	150	7gd				5	5000	lyel	lyel		invgsdu	so0		so0	pr71			3	pr7		20	20	pr29		200	300	pr108		10	30	pr96		50	50	pr278		1	1	pr145	20			pr235		1	30	pr274		1	30	pr275		1	30	pr104		-7	7	pr86		30	30	0
newdrutou4	100	1	1	5	1	100	90	drf				5	5000					so0		so0	pr104			3	pr235		1	30	pr5		150	200	pr80		30	30	pr86		25	25	pr277		1	1																					pr381		28	28	0
newdrutou5	100	1		5	1	110	120	drf				5	5000					so0		so0	pr104			3	pr232		1	30	pr5		150	200	pr80		30	30	pr86		25	25	pr235		1	30	pr276		1	1	pr104			2													pr381		29	29	0
newdrutou6	100	1		5	1	144	150	drf				5	5000					so0		so0	pr104		1	7	pr246		1	50	pr5		150	200	pr80		30	30	pr86		25	25	pr232		1	30	pr278		1	1	pr235		1	30													pr381		30	30	0
molixl1	100	1		5	1	170	150	amu				5	5000	oran	oran	Invuni_amulmoli	Invuni_amulmoli	so0		so0	pr104		1	7	pr41		10	30	pr37		1	30	pr357		1	30	pr251		30	30	pr56		20	20	pr86		20	20	pr278		1	1	pr125	413	1	25									pr381		30	30	0
mojie1	100	1	1	5	1	170	150	rin				5	5000			mojie	mojie	so0		so0	pr37		10	30	pr104		1	7	pr251		30	30	pr56		20	20	pr86		20	20	pr278		1	1	pr59		88	88	pr333		1	50	pr125	413	1	25									pr381		30	30	0
newshoutao1	100	1	1	5	1	160	150	uhg				3	5000				Invglove001	so0		so0	pr5		150	200	pr333		1	50	pr251		30	30	pr56		20	20	pr104		1	7	pr86		20	20	pr278		1	1																	pr381		30	30	0
newxiezi1	100	1	1	5	1	160	150	uhb				5	5000				Invboot_u0uhb	so0		so0	pr5		100	150	pr333		1	50	pr251		30	30	pr56		20	20	pr104		1	7	pr86		20	20	pr278		1	1	pr37		10	40													pr381		30	30	0
Crown of Ages3	100	1		5	1	160	150	urn				3	5000	dgld	dgld			so0		so0	pr80		30	30	pr41		20	30	pr104		1	7	pr0		100	150	pr278		1	1	pr4		10	15	pr5		50	50																	pr381		30	30	0
Might2	100	1	1	5	1	160	150	uar				5	5000	dblu	dblu		Invuaru_new3	so0		so0	pr75		-100	-100	pr104		1	7	pr5		100	200	pr41		30	50	pr80		50	50	pr4		30	50	pr278		1	1	pr268	1	6	364	pr268	1	6	364	pr268	1	6	364					pr381		30	30	0
tgyuanlizhishi	100	1	1	5	1	160	150	zf7			1	3	5000			Invvip1	Invvip1	so217	12	so217	pr281		-7	7	pr268	1	6	364	pr278		1	1	pr4		1	30	pr13		100	100	pr59		30	30																					pr381		30	30	0
Giantskull3	100	1		5	1	143	150	uh9				3	5000	lgry	lgry		Invuh90_uni01	so0		so0	pr0		250	320	pr7		25	35	pr108		30	30	pr4		1	50	pr80		20	40	pr104		-7	7	pr278		1	1	pr370		8	8	pr334			10	pr348		1	20	pr333		1	100	pr381		30	30	0
bbjian7	100	1		5	1	170	255	7gd				5	5000	lyel	lyel		invgsdu	so0		so0	pr71		-3	3	pr7		20	20	pr29		200	300	pr108		10	30	pr96		50	50	pr278		1	1	pr145	20			pr357		1	30	pr333		-100	400	pr104		-7	7	pr266	209	1	1	pr381		30	30	0
druwuqi7	100	1		5	1	170	255	7wh				5	5000					so0		so0	pr121		-3	3	pr357		1	30	pr333		-100	400	pr86		20	40	pr56		40	40	pr278		1	1	pr104		1	7	pr266	209	1	1													pr381		30	30	0
asnwuqi7	100	1	1	5	1	170	255	7qr				5	5000					so0		so0	pr29		200	400	pr56		40	40	pr122		3	3	pr278		1	1	pr104		1	7	pr66		1	15	pr65		1	15	pr357		1	30	pr333		-100	400	pr266	209	1	1					pr381		30	30	0
leiji7	100	1	1	5	1	170	255	amf				5	5000	dblu	dblu			so0		so0	pr29		200	300	pr67		-3	3	pr86		20	40	pr56		30	30	pr104		1	7	pr278		1	1	pr333		-100	400	pr357		1	30	pr266	209	1	1									pr381		30	30	0
Ironward7	100	1		5	1	170	255	7ws				3	5000	blac	blac			so0		so0	pr29		240	290	pr68		-3	3	pr104		1	7	pr56		40	40	pr86		40	40	pr278		1	1	pr108		33	33	pr357		1	30	pr333		-100	400	pr266	209	1	1					pr381		30	30	0
Fathom7	100	1	1	5	1	170	255	obf				3	5000	lblu				so0		so0	pr70		-3	3	pr104		-7	7	pr86		40	40	pr357		1	30	pr41		1	40	pr278		1	1	pr333		-100	400	pr266	209	1	1													pr381		30	30	0
web7	100	1		5	1	170	255	7gw				5	5000	bwht	bwht			so0		so0	pr104		-7	7	pr333		1	400	pr357		1	30	pr253		7	12	pr124	7	1	2	pr278		1	1	pr69		3	3	pr266	209	1	1													pr381		30	30	0
petjiezhi13	100	1	1	5	1	145	150	rin				5	5000			ring04	ring04	so0		so0	pr43		1	40	pr44		1	100	pr31		10	100	pr32		1	20	pr370		8	8	pr278		1	1	pr104		1	7	pr333		1	100													pr381		30	30	0
petjiezhi23	100	1	1	5	1	145	150	rin				5	5000			ring05	ring05	so0		so0	pr49		1	40	pr50		1	100	pr35		10	100	pr36		1	20	pr370		8	8	pr278		1	1	pr104		1	7	pr333		1	100													pr381		30	30	0
petshoutao12	100	1		5	1	145	150	utg				5	5000				Invglove103_uni	so0		so0	pr5		90	120	pr269		1	40	pr270		1	100	pr39		10	100	pr40		1	20	pr370		8	8	pr278		1	1	pr104		1	7	pr333		1	100									pr381		30	30	0
petxiezi12	100	1	1	5	1	145	150	utb				5	5000				Invboot004_uni	so0		so0	pr5		100	150	pr271		1	40	pr272		1	100	pr4		10	100	pr273		1	20	pr370		8	8	pr278		1	1	pr104		1	7	pr333		1	100									pr381		30	30	0
petyaodai12	100	1		5	1	145	150	uhc				5	5000				Invbelt05_uni	so0		so0	pr5		90	120	pr45		1	40	pr46		1	100	pr33		10	100	pr34		1	20	pr370		8	8	pr278		1	1	pr104		1	7	pr333		1	100									pr381		30	30	0
petxl12	100	1	1	5	1	145	150	amu				5	5000			amu06	amu06	so0		so0	pr37		1	100	pr47		1	40	pr278		1	1	pr38		1	20	pr370		8	8	pr48		1	100	pr104		1	7	pr333		1	100													pr381		30	30	0
petyifutaigu	100	1		5	1	143	150	uar				5	5000	dblu	dblu		Invuaru_new4	so0		so0	pr5		170	250	pr80		40	40	pr29		250	350	pr4		30	50	pr370		8	8	pr278		1	1	pr268	3	371	390	pr104		1	7	pr333		1	100	pr349		1	100					pr381		30	30	0
jiachengsc1ama	100	1		20		150	150	sm1			1	3	5000			invcm_6	18-hf3-15	so217	12	so217	pr312		1	60	pr311		1	60	pr276		1	1	pr281		-7	7	pr320		1	60																									pr381		29	29	0
jiachengsc2ama	100	1		20		150	150	sm1			1	3	5000			invcm_6	18-hf3-15	so217	12	so217	pr321		1	60	pr325		1	60	pr276		1	1	pr281		-7	7	pr315		1	60																									pr381		29	29	0
jiachengsc3ama	100	1		20		150	150	sm1			1	3	5000			invcm_6	18-hf3-15	so217	12	so217	pr316		1	60	pr310		1	60	pr276		1	1	pr281		-7	7	pr323		1	60																									pr381		29	29	0
jiachengsc1bar	100	1		20		150	150	sm2			1	3	5000			invcm_6	18-hf3-15	so217	12	so217	pr324		1	60	pr314		1	60	pr276		1	1	pr281		-7	7	pr319		1	60																									pr381		29	29	0
jiachengsc2bar	100	1		20		150	150	sm2			1	3	5000			invcm_6	18-hf3-15	so217	12	so217	pr321		1	60	pr325		1	60	pr276		1	1	pr281		-7	7	pr315		1	60																									pr381		29	29	0
jiachengsc3bar	100	1		20		150	150	sm2			1	3	5000			invcm_6	18-hf3-15	so217	12	so217	pr313		1	60	pr318		1	60	pr276		1	1	pr281		-7	7	pr309		1	60																									pr381		29	29	0
jiachengsc1nec	100	1		20		150	150	sm3			1	3	5000			invcm_6	18-hf3-15	so217	12	so217	pr324		1	60	pr314		1	60	pr276		1	1	pr281		-7	7	pr319		1	60																									pr381		29	29	0
jiachengsc2nec	100	1		20		150	150	sm3			1	3	5000			invcm_6	18-hf3-15	so217	12	so217	pr313		1	60	pr318		1	60	pr276		1	1	pr281		-7	7	pr309		1	60																									pr381		29	29	0
jiachengsc3nec	100	1		20		150	150	sm3			1	3	5000			invcm_6	18-hf3-15	so217	12	so217	pr322		1	60	pr317		1	60	pr276		1	1	pr281		-7	7	pr308		1	60																									pr381		29	29	0
jiachengsc1pal	100	1		20		150	150	sm4			1	3	5000			invcm_6	18-hf3-15	so217	12	so217	pr324		1	60	pr314		1	60	pr276		1	1	pr281		-7	7	pr319		1	60																									pr381		29	29	0
jiachengsc2pal	100	1		20		150	150	sm4			1	3	5000			invcm_6	18-hf3-15	so217	12	so217	pr322		1	60	pr317		1	60	pr276		1	1	pr281		-7	7	pr308		1	60																									pr381		29	29	0
jiachengsc3pal	100	1		20		150	150	sm4			1	3	5000			invcm_6	18-hf3-15	so217	12	so217	pr316		1	60	pr310		1	60	pr276		1	1	pr281		-7	7	pr323		1	60																									pr381		29	29	0
jiachengsc1sor	100	1		20		150	150	sm5			1	3	5000			invcm_6	18-hf3-15	so217	12	so217	pr316		1	60	pr310		1	60	pr276		1	1	pr281		-7	7	pr323		1	60																									pr381		29	29	0
jiachengsc2sor	100	1		20		150	150	sm5			1	3	5000			invcm_6	18-hf3-15	so217	12	so217	pr312		1	60	pr311		1	60	pr276		1	1	pr281		-7	7	pr320		1	60																									pr381		29	29	0
jiachengsc3sor	100	1		20		150	150	sm5			1	3	5000			invcm_6	18-hf3-15	so217	12	so217	pr322		1	60	pr317		1	60	pr276		1	1	pr281		-7	7	pr308		1	60																									pr381		29	29	0
jiachengsc1ass	100	1		20		150	150	sm6			1	3	5000			invcm_6	18-hf3-15	so217	12	so217	pr312		1	60	pr311		1	60	pr276		1	1	pr281		-7	7	pr320		1	60																									pr381		29	29	0
jiachengsc2ass	100	1		20		150	150	sm6			1	3	5000			invcm_6	18-hf3-15	so217	12	so217	pr316		1	60	pr310		1	60	pr276		1	1	pr281		-7	7	pr323		1	60																									pr381		29	29	0
jiachengsc3ass	100	1		20		150	150	sm6			1	3	5000			invcm_6	18-hf3-15	so217	12	so217	pr321		1	60	pr325		1	60	pr276		1	1	pr281		-7	7	pr315		1	60																									pr381		29	29	0
jiachengsc1dru	100	1		20		150	150	sm7			1	3	5000			invcm_6	18-hf3-15	so217	12	so217	pr312		1	60	pr311		1	60	pr276		1	1	pr281		-7	7	pr320		1	60																									pr381		29	29	0
jiachengsc2dru	100	1		20		150	150	sm7			1	3	5000			invcm_6	18-hf3-15	so217	12	so217	pr322		1	60	pr317		1	60	pr276		1	1	pr281		-7	7	pr308		1	60																									pr381		29	29	0
jiachengsc3dru	100	1		20		150	150	sm7			1	3	5000			invcm_6	18-hf3-15	so217	12	so217	pr313		1	60	pr318		1	60	pr276		1	1	pr281		-7	7	pr309		1	60																									pr381		29	29	0
lingqisc1	100	1	1	5		170	150	zl1			1	3	5000			invcm_9	30X-1	so217	12	so0	pr281		-7	7	pr125	99	1	60	pr278		1	1																																	pr381		30	30	0
lingqisc2	100	1	1	5		170	150	zl2			1	3	5000			invcm_9	30X-1	so217	12	so0	pr281		-7	7	pr125	98	1	60	pr278		1	1																																	pr381		30	30	0
lingqisc3	100	1	1	5		170	150	zl3			1	3	5000			invcm_9	30X-1	so217	12	so0	pr281		-7	7	pr125	124	1	60	pr278		1	1																																	pr381		30	30	0
lingqisc4	100	1	1	5		170	150	zl4			1	3	5000			invcm_9	30X-1	so217	12	so0	pr281		-7	7	pr125	125	1	60	pr278		1	1																																	pr381		30	30	0
lingqisc5	100	1	1	5		170	150	zl5			1	3	5000			invcm_9	30X-1	so217	12	so0	pr281		-7	7	pr125	122	1	60	pr278		1	1																																	pr381		30	30	0
lingqisc6	100	1	1	5		170	150	zl6			1	3	5000			invcm_9	30X-1	so217	12	so0	pr281		-7	7	pr125	108	1	60	pr278		1	1																																	pr381		30	30	0
lingqisc7	100	1	1	5		170	150	zl7			1	3	5000			invcm_9	30X-1	so217	12	so0	pr281		-7	7	pr125	123	1	60	pr278		1	1																																	pr381		30	30	0
zhiyesc1	100	1		5		100	90	zy1			1	3	5000			dianzhi	30X-2	so217	12	so217	pr281		-3	3	pr268	1	6	364	pr59		10	20	pr13		10	20	pr268	1	6	364	pr277		1	1	pr4		1	10																	pr381		28	28	0
zhiyesc2	100	1		5		100	90	zy2			1	3	5000			dianzhi	30X-2	so217	12	so217	pr281		-3	3	pr268	1	6	364	pr59		10	20	pr13		10	20	pr268	1	6	364	pr277		1	1	pr4		1	10																	pr381		28	28	0
zhiyesc3	100	1		5		100	90	zy3			1	3	5000			dianzhi	30X-2	so217	12	so217	pr281		-3	3	pr268	1	6	364	pr59		10	20	pr13		10	20	pr268	1	6	364	pr277		1	1	pr4		1	10																	pr381		28	28	0
zhiyesc4	100	1		5		100	90	zy4			1	3	5000			dianzhi	30X-2	so217	12	so217	pr281		-3	3	pr268	1	6	364	pr59		10	20	pr13		10	20	pr268	1	6	364	pr277		1	1	pr4		1	10																	pr381		28	28	0
zhiyesc5	100	1		5		100	90	zy5			1	3	5000			dianzhi	30X-2	so217	12	so217	pr281		-3	3	pr268	1	6	364	pr59		10	20	pr13		10	20	pr268	1	6	364	pr277		1	1	pr4		1	10																	pr381		28	28	0
zhiyesc6	100	1		5		100	90	zy6			1	3	5000			dianzhi	30X-2	so217	12	so217	pr281		-3	3	pr268	1	6	266	pr59		10	20	pr13		10	20	pr268	1	6	364	pr277		1	1	pr4		1	10																	pr381		28	28	0
zhiyesc7	100	1		5		100	90	zy7			1	3	5000			dianzhi	30X-2	so217	12	so217	pr281		-3	3	pr268	1	6	364	pr59		10	20	pr13		10	20	pr268	1	6	364	pr277		1	1	pr4		1	10																	pr381		28	28	0
zhiyesc21	100	1		5		130	120	zm1			1	3	5000			bingzhi	30X-3	so217	12	so217	pr281		-5	5	pr268	1	6	364	pr59		10	20	pr13		10	20	pr268	1	6	364	pr276		1	1	pr4		1	10																	pr381		29	29	0
zhiyesc22	100	1		5		130	120	zm2			1	3	5000			bingzhi	30X-3	so217	12	so217	pr281		-5	5	pr268	1	6	364	pr59		10	20	pr13		10	20	pr268	1	6	364	pr276		1	1	pr4		1	10																	pr381		29	29	0
zhiyesc23	100	1		5		130	120	zm3			1	3	5000			bingzhi	30X-3	so217	12	so217	pr281		-5	5	pr268	1	6	364	pr59		10	20	pr13		10	20	pr268	1	6	364	pr276		1	1	pr4		1	10																	pr381		29	29	0
zhiyesc24	100	1		5		130	120	zm4			1	3	5000			bingzhi	30X-3	so217	12	so217	pr281		-5	5	pr268	1	6	364	pr59		10	20	pr13		10	20	pr268	1	6	364	pr276		1	1	pr4		1	10																	pr381		29	29	0
