skill	Id	charclass	skilldesc	srvstfunc	srvdofunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	auratgtevent	auratgteventfunc	passivestate	passiveitype	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passiveevent	passiveeventfunc	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	delay	leftskill	repeat	checkfunc	nocostinstate	usemanaondo	startmana	minmana	manashift	mana	lvlmana	interrupt	InTown	aura	periodic	perdelay	finishing	passive	progressive	general	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	*calc4 desc	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add
sk58	58	sor	sd58		23																	st30		ln12														ev11	24																																						so2398	so0			so2404	so0	so0		so0	ol87	so0	ol186																					1	4		none												SC	SC	xx																							so0			24	20					sk54	sk53													1	8	5		1	1									min(edmn,95)	damage absorption	par5	ratio					3600	duration	1500	additional duration/level					1	Mana Damage mult in sixteenths							1								8																20	5	2	1	1	1															768	32000
sk59	59	sor	sd59		28												ml158	ml158	ml158																																																										so2397	so0			so0	so0	so0		so0		so0	ol33				28					ml158												1	7		none												SC	SC	xx					4				1														so2397	ol33		24	20					sk44	sk55						6							1	8	23	1	1										par1	radius	par3	frequency					7	radius			4	Missile delay		Change duration in Missiles.xls							5	damage synergy	1								8															cold	45	15	30	45	55	65	75	16	31	46	56	66	((skill('sk39'.blvl)+skill('sk45'.blvl))+skill('sk64'.blvl))*par8	100							768	32000
sk60	60	sor	sd60		18												ml264					st20		ln34+(skill('sk40'.blvl)+skill('sk50'.blvl))*par7		is171	ln12											ev0	1																																						so2397	so0			so2440	so0	so0		so0		so0	ol33	ol44								ml264												1	5		none												SC	SC	xx																	1						so2397			24	20					sk50														1	8	17		1	1																	45	% AC Bonus	5	% AC bonus per level	3600	duration	150	duration per level					250	duration synergy	7	damage synergy	1								7															cold	8	2	4	6	8	10	12	3	5	7	9	11	(skill('sk40'.blvl)+skill('sk50'.blvl))*par8	100		25	25				768	32000
sk61	61	sor	sd61																																											st71		is329	ln12																												so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												30	% Damage bonus	5	% Damage bonus per level													1								8															fire																					896	64000
sk62	62	sor	sd62	14	144																																											is329	stat('is329'.accr)	is333	stat('is333'.accr)									ms351	pt19	6	S2	sk337	lvl	sk36	skill('sk36'.blvl)	sk47	skill('sk47'.blvl)							1	so2399	so0			so0	so0	so0		so0		so0	ol30			17																		1	7		none												SC	SC	S1					4												1				1		so2399	ol30		30	20					sk52							1							1	7	40	1	1																		1500	duration	150	additional duration/level											2	damage synergy	1								7															fire	28	11	15	19	23	27	39	13	17	21	25	29	(skill('sk36'.blvl)+skill('sk47'.blvl))*par8								896	64000
sk63	63	sor	sd63																																											st72		is330	ln12																												so0	so0			so0	so0	so0		so0		so0																						1	5		none												SC	SC	xx																							so0			30	20													1							8			1						1												30	% Damage bonus	5	% Damage bonus per level													1								8																																				896	64000
sk64	64	sor	sd64											ml260																																																															so2397	so0			so0	so0	so0		so0		so0	ol33				29					ml260												1	8		none												SC	SC	xx																	1						so2397			30	20					sk59							1	1						1	7	50	1	1																																2	damage synergy	1								7															cold	80	20	24	45	55	65	90	21	31	46	56	66	((skill('sk36'.blvl)+skill('sk45'.blvl))+skill('sk59'.blvl))*par8	200	25	25	25				896	64000
sk65	65	sor	sd65																																											st73		is335	ln12	is331	ln34																										so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												10	lower resist	2	lower resist per level	20		3										1								8																																				896	64000
sk66	66	nec	sd66		30																3		st9	ln34	ln12	is36	-par5																																																		so2464	so0			so0	so0	so0		so0		so0				18	30					ml181		ml147										1	10		none												SC	SC	S2					4												1						so2464			1	20																			1	8	4		1																		3	radius	1	radius per level	200	duration	75	additional duration/level	100	% additional damage taken							1								8																																				256	1000
sk67	67	nec	sd67		8												ml114																																																												so2447	so0			so0	so0	so0		so0		so0				19	17					ml114	ml114	ml218										1	1		none												SC	SC	xx																	1						so2447			1	20													1						1	7	6	1	1										min(ln12,24)	# missiles	par3	activation frame					2	number of missiles	1	additional missiles/level		Acivation frame of teeth									15	damage synergy	1								7															mag	4	2	2	3	4	5	8	2	3	4	5	6	(((skill('sk78'.blvl)+skill('sk88'.blvl))+skill('sk84'.blvl))+skill('sk93'.blvl))*par8								256	1000
sk68	68	nec	sd68		124																42883	st145		ln56	min(90,par3+stat('is458'.accr)/10)																																																				so2448	so0			so0	so0	so0		so0		so0														3		75						1	3		none												SC	SC	xx																	1						so2448			1	20																			1	8	25		1	1																	20	damage absorbed	10	additional absorbed/level	18		3		1500		150				10	absorb synergy	1				1	2			8															fire	30	40	50	60	70	76	40	40	50	60	70	80	(((skill('sk70'.blvl)+skill('sk80'.blvl))+skill('sk95'.blvl))+stat('is440'.accr))*par8								256	1000
sk69	69	nec	sd69																																											st97																															so0	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx																							so0			1	20					sk70															8			1						1												100	additional hit points/level	80	additional damage per level	10	hp% per level for revive	20	dmg% per level for revive									1								8																																				256	1000
sk70	70	nec	sd70		56																					is25	(lvl<4)?0:((lvl-3)*par3)	is19	(lvl+skill('sk69'.lvl))*par4	is31	(lvl+skill('sk69'.lvl))*par5																	is7	(skill('sk69'.lvl)*skill('sk69'.par1))*256	is111	skill('sk69'.lvl)*skill('sk69'.par2)+edmn	is37	85	is36	85					ms363	pt4	3	S1													1	so2470	so0			so0	so0	so0		so0		so0										ml115												1			none												SC	SC	xx								1		2	1												so0			1	20																			1	8	6	1	1	1									(lvl<4)?0:(par2*(lvl-3))	hp % adjustment							50	% chance of shield	50	hp%/lvl	20	dmg%/lvl	150	to hit/lvl	150	ac/lvl							1								8																		1	2	3	4															256	1000
sk71	71	nec	sd71		30																2		st23	ln34	ln12																																																				so2464	so0			so0	so0	so0		so0		so0				18	30					ml182		ml147										1			none												SC	SC	xx					4												1						so2464			6	20																			1	8	9		1																		4	radius	1	radius per level	175	duration	50	additional duration/level									1								8																																				384	3000
sk72	72	nec	sd72		30																3		st19	ln34	ln12	is25	-par5																																																		so2464	so0			so0	so0	so0		so0		so0				18	30					ml183		ml147										1	9		none												SC	SC	SC					4												1						so2464			6	20					sk66														1	8	4		1																		9	radius	1	radius per level	350	duration	60	additional duration/level	33	% damage target can do							1								8																																				384	3000
sk73	73	nec	sd73																																																																										so0	so0			so0	so0	so0		so0		so0																						1	5		none												SC	SC	xx																							so0			30	20													1							8			1						1												6		6													damage synergy	1								8																																				896	64000
sk74	74	nec	sd74	17	55																				ln34																																																			1	so2457	so0			so0	so0	so0		so2458		so0				21	32					ml115	ml42	ml151										1			none												SC	SC	xx								1		1	1						1			3		1	so2457			6	20					sk67														1	8	15	1	1										par1	% target hp min damage	par2	% target hp max damage	par5	% damage to do as elemental			70	% of base monster HP min damage	120	% of base monster HP max damage	8	radius (half squares)	1	additional radius/level (half squares)	50	% damage to do as elemental							1								8															fire																					384	3000
sk75	75	nec	sd75		56																					is150	dm34											ev1	27									is67	skill('sk79'.dm34)	is19	skill('sk79'.ln56)+lvl*par8	is25	par2*(lvl-1)+skill('sk94'.blvl)*skill('sk94'.par8)	is31	skill('sk90'.blvl)*skill('sk90'.par8)					ms289	pt3	1	S1														so2470	so0			so0	so0	so0		so0		so0																						1	5		none												SC	SC	S1					4																		so0			6	20																			1	8	15	3	1	1									((100+par1*(lvl-1))*((100+skill('sk79'.ln12))+skill('sk85'.blvl)*skill('sk85'.par8)))/100-100	hp % adjustment							35	% HP bonus per level	35	% Damage bonus per level		slow effect min	75	slow effect max							20	clay golem attack synergy	1								8																																				384	3000
sk76	76	nec	sd76		30																3		st55	ln34	ln12													ev5	4																																						so2464	so0			so0	so0	so0		so0		so0				18	30					ml184		ml147										1	9		none												SC	SC	S2					4												1						so0			12	20					sk66														1	8	5		1										ln56	% damage to return	ln56/4	% damage to return vs. players	ln56/4	% damage to return other			7	radius		radius per level	300	duration	60	additional duration/level	200	% damage returned to accursed	25	% additional returned/level					1				16385		141		8																																				512	8000
sk77	77	nec	sd77		30																2		st56	ln34	ln12																																																				so2464	so0			so0	so0	so0		so0		so0				18	30					ml185		ml147										1			none												SC	SC	xx					4												1						so2464			12	20					sk72														1	8	7		1																		4	radius		radius per level	200	duration	25	additional duration/level	24	Distance to run	2	Distance per level					1								8																																				512	8000
sk78	78	nec	sd78		60												ml207																																											ms344	pt0		S1														so2447	so0			so0	so0	so0		so0		so0				22																		1			none												SC	SC	xx					4												1						so2447			12	20					sk68														1	8	17		1										par1*(lvl-1)+(skill('sk68'.blvl)+skill('sk88'.blvl))*par8	hp % adjustment	par3	# of walls - 1					25	% additional HP per level	600	MAX duration	8	Max Monsters per wall		"Level, max monsters per wall"							10	life synergy	1								8																																				512	8000
sk79	79	nec	sd79																																											st111																															so0	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx																							so0			12	20					sk75								1							8			1						1												20	% HP bonus per level	20	% HP bonus per level		min velocity increase	40	max velocity increase	25	to hit	25	to hit/lvl					1								8																																				512	8000
sk80	80	nec	sd80	15	31																					is31	(lvl+skill('sk69'.lvl))*par5																					is7	(skill('sk69'.lvl)*skill('sk69'.par1))*256	is332	stat('is332'.accr)	is336	stat('is336'.accr)	is37	85	is36	85			ms364	pt5	3	S1	sk92	skill('sk92'.lvl)	sk73	skill('sk73'.blvl)	sk83	skill('sk83'.blvl)							1	so2470	so0			so0	so0	so0		so0		so0				20	31					ml115												1			none												SC	SC	xx								1		2	1												so0			12	20					sk70														1	8	8	1	1										(lvl<4)?0:(par2*(lvl-3))	hp % adjustment									50	hp%/lvl					150	ac/lvl							1								8																																				512	8000
sk81	81	nec	sd81		61																2		st59	ln34	ln12																																																				so2464	so0			so0	so0	so0		so0		so0				18	30					ml188		ml147										1			none												SC	SC	xx					4												1						so2464			18	20					sk71														1	8	13		1																		6	radius	1	radius per level	250	duration	50	additional duration/level									1								8																																				640	16000
sk82	82	nec	sd82		30																3		st58	ln34	ln12													ev1	5	ev2	5																																				so2464	so0			so0	so0	so0		so0	ol151	so0				18	30					ml187		ml147										1	4		none												SC	SC	S2					4												1						so2464			18	20					sk76														1	8	9		1										ln56	hp % returned							4	radius	1	radius per level	400	duration	60	additional duration/level	50	% damage healed		% additional heal/level					1								8																																				640	16000
sk83	83	nec	sd83		124																42883	st206		ln12	min(90,par3+stat('is456'.accr)/10)																																																				so2464	so0			so0	so0	so0		so0		so0														3		75						1			none												SC	SC	xx				1																			so2464			24	20																			1	8	25		1																		1500		150		18		3								10	damage synergy	1				1	2			8															pois	4	8	8	8	8	8	4	8	8	8	8	8	(((skill('sk73'.blvl)+skill('sk92'.blvl))+skill('sk78'.blvl))+stat('is438'.accr))*par8	3							768	32000
sk84	84	nec	sd84		124																42883	st205		ln12	min(90,par3+stat('is457'.accr)/10)																																																				so2447	so0			so0	so0	so0		so0		so0	ol33									ml192				1		75						1			none												SC	SC	xx				1																			so2447	ol33		18	20					sk74								1						1	8	25		1																		1500		150		18		3						35		10	damage synergy	1				1	2			8															mag	30	40	50	60	70	76	40	40	50	60	70	80	(((skill('sk88'.blvl)+skill('sk67'.blvl))+skill('sk93'.blvl))+stat('is439'.accr))*par8								640	16000
sk85	85	nec	sd85		56																																	ev5	23	ev1	26	ev2	26					is67	skill('sk79'.dm34)	is19	skill('sk79'.ln56)+skill('sk75'.blvl)*skill('sk75'.par8)	is25	par4*(lvl-1)+skill('sk94'.blvl)*skill('sk94'.par8)	is31	skill('sk90'.blvl)*skill('sk90'.par8)					ms290	pt3	1	S1														so2470	so0			so0	so0	so0		so0		so0																						1	5		none												SC	SC	xx					4																		so0			18	20					sk75														1	8	25	4	1	1									skill('sk79'.ln12)	hp % adjustment							75	min % life stolen	150	max % life stolen	30	% stolen life xfer to caster	35	%additional golem damage per level		% damage on golem xfered to caster	25	% caster healing xfered to golem			5	blood golem life synergy	1								8																																				640	16000
sk86	86	nec	sd86	18	59																2		st57	ln34	ln12																																																				so2464	so0			so0	so0	so0		so0		so0				18	30					ml186		ml147										1			none												SC	SC	xx					4			1									1						so0			24	20					sk81														1	8	17		1																		9	radius		radius per level	300	duration	90	additional duration/level									1								8																																				768	32000
sk87	87	nec	sd87		30																3		st60	ln34	ln12	is67	par5	is25	par5	is36	par5	is68	par5																																												so2464	so0			so0	so0	so0		so0		so0				18	30					ml189		ml147										1	9		none												SC	SC	S2					4												1						so2464			24	20					sk77														1	8	11		1																		6	radius		radius per level	100	duration	15	additional duration/level	-50	"% slowed, -dam, -dam resist"							1								8																																				768	32000
